date,text
2021-10-24 09:42:11,@DrTedros @WHO Still @DrTedros the @WHO Chief has not recommended #Covaxin though it's success rate is more than 90… https://t.co/XYiyhWp8BZ
2021-10-24 09:41:36,@DrTedros @WHO @TulipMazumdar Still @DrTedros the @WHO Chief has not recommended #Covaxin though it's success rate… https://t.co/A7nw9VdFq8
2021-10-24 09:39:15,Still @DrTedros the @WHO Chief has not recommended #Covaxin though it's success rate is more than 90% even in… https://t.co/RaI9YWNY3o
2021-10-24 09:38:57,Still @DrTedros the @WHO Chief has not recommended #Covaxin though it's success rate is more than 90% even in… https://t.co/RX8V5SIATh
2021-10-24 09:38:41,@WHO @DrMikeRyan Still @DrTedros the @WHO Chief has not recommended #Covaxin though it's success rate is more than… https://t.co/0I0MjUIgZu
2021-10-24 09:30:32,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 03:00PM
FREE Slots 
#COVISHIELD - Dose1:1239, Dose2:… https://t.co/hfeCzH2vUs"
2021-10-24 09:30:22,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 24/10 at 03:00PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose… https://t.co/uefjwIi64N"
2021-10-24 09:30:11,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 24/10 at 03:00PM
FREE Slots 
#COVISHIELD - Dose1:106, Dose2:… https://t.co/gT18OtAW50"
2021-10-24 09:25:44,Sweden and Denmark suspend use of #Moderna COVID #vaccine for younger age groups ! https://t.co/1LiJHHjC3V
2021-10-24 09:20:58,"It seems #COVAXIN passes the antibodies against COVID to newborn child.
My friend's 4 day old baby got IgG levels o… https://t.co/jBKLxi579I"
2021-10-24 09:06:47,#Morocco received material for local production of #Sinopharm vaccine https://t.co/RTEzVRn0E1
2021-10-24 09:04:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/l7iewR1jnl"
2021-10-24 09:02:39,If you know you're boyfriend or girlfriend got #SputnikV dont come bore us that we must feel compassionate just do… https://t.co/ndxts5yMgo
2021-10-24 09:00:24,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 02:30PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:6… https://t.co/LcEbkXPcUm"
2021-10-24 08:39:41,"New concerns are being raised about side effects from the #Modernavaccine against the coronavirus.
Sweden Suspends… https://t.co/R2jW8cClRq"
2021-10-24 08:32:51,"@WHO @DiarmidCL London, and the rest of the UK is awaiting Covaxin vaccin approval. Long overdue by this 'organisat… https://t.co/4p47sokgLT"
2021-10-24 08:30:32,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 02:00PM
FREE Slots 
#COVISHIELD - Dose1:1239, Dose2:… https://t.co/GeWEUDAouH"
2021-10-24 08:30:22,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 24/10 at 02:00PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose… https://t.co/jSUuchl4u5"
2021-10-24 08:30:11,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 24/10 at 02:00PM
FREE Slots 
#COVISHIELD - Dose1:106, Dose2:… https://t.co/nrUDXa5TRz"
2021-10-24 08:30:05,Sweden extends pause of #Moderna's COVID-19 vaccine in young people https://t.co/kSZEnKLQ4W via @MailOnline
2021-10-24 08:30:00,What results from previous #HIV vaccine trials have to do with the #SputnikV vaccine. https://t.co/Q5DhGjDLDS
2021-10-24 08:29:13,Sweden extends pause of #Moderna vaccine for younger age group https://t.co/EjhPtYZmId
2021-10-24 08:24:10,Need to get an WHO EUA approval for #Covaxin of $OCGN ASAP https://t.co/8SBioawQ1h
2021-10-24 08:23:50,I paid for both my #COVAXIN shots. I don’t know who got these lakhs of free vaccine shots 🙄 https://t.co/dnx4Gfo22H
2021-10-24 08:20:59,"More lockdowns around the corner 

Aside from obvious implication that #Sinovac sucks, as with all made in China, i… https://t.co/4kNhIIzloC"
2021-10-24 08:18:33,"@karebear0517 Probably, in due time.
I got #Moderna stick, so it's probably gonna be a bit yet. But it is the corre… https://t.co/dYtOskc9mG"
2021-10-24 08:00:24,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 01:30PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:6… https://t.co/3BKSPhHdds"
2021-10-24 07:45:22,"..needs to wake up or get their head out of the trough.
This is not on. Call upon our glorious Dan (I really think… https://t.co/l8iLdPO5Rs"
2021-10-24 07:45:01,@doctorsoumya @pallavabagla @IndiaDST @DBTIndia @ICMRDELHI @PrinSciAdvGoI Stop mouthing platitudes and then undermi… https://t.co/d2QJolmT4T
2021-10-24 07:44:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/7s2AyRvThZ"
2021-10-24 07:43:26,This was a #Genocide #NIH finally admited to funding #GainOfFunction research in #Wuhan - and all the lie about the… https://t.co/EN068t8FQD
2021-10-24 07:30:25,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 01:00PM
FREE Slots 
#COVISHIELD - Dose1:1242, Dose2:… https://t.co/YxxijUXbm1"
2021-10-24 07:30:15,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 24/10 at 01:00PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose… https://t.co/J3Wig3YQrR"
2021-10-24 07:30:04,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 24/10 at 01:00PM
FREE Slots 
#COVISHIELD - Dose1:106, Dose2:… https://t.co/MmjRnCpC6j"
2021-10-24 07:24:40,🇨🇳🇸🇬#Singapore will bring the recently Pandemic Special Access Route (PSAR)-authorized #Sinovac CoronaVac vaccine i… https://t.co/l5erSnet1u
2021-10-24 07:00:25,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 12:30PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:6… https://t.co/Xjry8o3FtN"
2021-10-24 06:53:49,$OCGN #COVAXIN WHO approval expected this week it’s the last week of the month TAG meeting October 26 (Technical Ad… https://t.co/UplpJbRT4q
2021-10-24 06:51:22,"We need a 
Combination of 
#COVAXIN 
#COVISHIELD  
#Pfizer
#moderna 
#SputnikV 
to be Injected directly into the br… https://t.co/cYYjL4K7nA"
2021-10-24 06:48:08,$OCGN around 8:29 @DrKrishnaElla mentions USA children phase 1 trials being conducted in Baltimore MD for #COVAXIN… https://t.co/ZaEFiFpIZz
2021-10-24 06:47:32,@WHO Great results and you know what kind of vaccine has been used for #Polio..? An inactivated virion vaccine just… https://t.co/dLiyaxFKuX
2021-10-24 06:45:43,"@RemaNagarajan #BigPharma  is #BIG
why do u think #WHO is not authorising #COVAXIN ?"
2021-10-24 06:45:06,"#Sweden Suspends #Moderna Shot Indefinitely After Vaxxed Patients Develop Crippling Heart Condition
https://t.co/lImmKdbkyL"
2021-10-24 06:42:52,"@TimesNow #COVAXIN debacle is the Intentional International POLITICAL Conspiracy against India ??
Germany Openly De… https://t.co/MXSH09pRHK"
2021-10-24 06:35:42,"..the delay?
#covaxin works. It needs to be approved ASAP before any mandates appear for vaccinating our children.… https://t.co/sleZa60hnk"
2021-10-24 06:30:38,"Selling: #NitrileGloves, #1860 #FaceMasks, #Vaccines #SputnikV, #syringes. Contact sales: https://t.co/gWmRopLARO o… https://t.co/MiRhHOhKEX"
2021-10-24 06:30:28,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 12:00PM
FREE Slots 
#COVISHIELD - Dose1:1243, Dose2:… https://t.co/4oavATKgxG"
2021-10-24 06:30:17,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 24/10 at 12:00PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose… https://t.co/tUKiw0SpJ2"
2021-10-24 06:30:07,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 24/10 at 12:00PM
FREE Slots 
#COVISHIELD - Dose1:106, Dose2:… https://t.co/KMjG89geTH"
2021-10-24 06:30:00,Subject Expert Committee recommends emergency use authorisation for #BharatBiotech's #Covaxin for kids in the 2 to… https://t.co/UUDFpGpJFF
2021-10-24 06:05:05,Got my #moderna booster yesterday — happy to be feeling like crap tonight! 😆💉 https://t.co/650zi88nZC
2021-10-24 06:00:24,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 11:30AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:6… https://t.co/7JzoeTzmFk"
2021-10-24 05:55:53,Update on #moderna booster - at 12 hours post shot. I’m feeling terrible. Just ordered Instacart to be delivered in… https://t.co/bDusYV0IjZ
2021-10-24 05:54:12,"Amid concerns of #SputnikV vaccine causing HIV in men, #Namibia  has decided to suspend the use of the Russian vacc… https://t.co/0g8jCpZ50h"
2021-10-24 05:44:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/XDdVjIiNak"
2021-10-24 05:40:57,"@Dharmen46587056 
@drakchaurasia 
@Thinkerks 

Our one Gujarati channel published :

#SputnikV  vaccine can cause H… https://t.co/hJjMt3n7wU"
2021-10-24 05:40:04,"I paid for both the Doses #COVIDVaccination
#Covaxin
#MannKiBaat"
2021-10-24 05:39:11,#FawadKhan believe that #Covaxin was developed by #ImranKhan .😊 https://t.co/soZe75ZQyN
2021-10-24 05:36:31,Covid19 plandemic by Dr. Fauci #COVID19 #vaccine #VaccineMandate #VaccinePassport #PANDAMIC #CDC #FDA #Pfizer… https://t.co/1K0MdBhl2o
2021-10-24 05:30:26,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 11:00AM
FREE Slots 
#COVISHIELD - Dose1:1245, Dose2:… https://t.co/0Rt54DTQ98"
2021-10-24 05:30:16,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 24/10 at 11:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose… https://t.co/dCP4advXeI"
2021-10-24 05:30:05,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 24/10 at 11:00AM
FREE Slots 
#COVISHIELD - Dose1:105, Dose2:… https://t.co/ukJTzZ9HUV"
2021-10-24 05:19:52,"One day early birthday gift!  First dose of CORONAVAC.  Because in times of pandemic, a good vaccine is a vaccine i… https://t.co/SPTkDIMk5o"
2021-10-24 05:17:56,"#VaccineMandates If the vaccines work like the ""doctors"" and media claim, why have cases of #COVID increased around… https://t.co/ZfTE9XKKAU"
2021-10-24 05:13:36,The most effective COVID-19 vaccine against the novel coronavirus that causes #COVID19 is a #Johnsonandjohnson with… https://t.co/SuwKbfhb2d
2021-10-24 05:00:27,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 10:30AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:6… https://t.co/u3wbSeeprs"
2021-10-24 04:55:28,Sweden Suspends #Moderna Shot Indefinitely After Vaxxed Patients Develop Crippling Heart Condition https://t.co/7t6t8WGS52
2021-10-24 04:55:07,Shameful how @CSL and @TGAgovau are treating one of there own. Aussie company develops a safe and effective vaccine… https://t.co/CnAX4ixzDs
2021-10-24 04:49:50,"To wrap up this thread: I’M BOOSTED!! Ended up booking a #Moderna booster with @cvspharmacy, so easy! One study sho… https://t.co/erSfup1o3e"
2021-10-24 04:47:52,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 20/10 at 09:30AM
FREE Slots 0
PAID Slots 
#COVISHIELD – Dose1:8… https://t.co/ZNFUWXt84m"
2021-10-24 04:47:44,"Saturday 23/10/21 #CoWIN_Dashboard &amp; @MoHFW_INDIA figures

#COVID19 cases- 15,906
No. vaccinated- 7,740,676
1st dos… https://t.co/aqhrrmDv13"
2021-10-24 04:45:15,@JoeBiden @BorisJohnson @ScottMorrisonMP @DanielAndrewsMP Come on chaps. Let’s get the rest of the naysayers across… https://t.co/5e388PSp9h
2021-10-24 04:42:53,"U aren't alone, lots of journos keep singing for CCP owned China..
2 systems are entirely different, stop compariso… https://t.co/0Whg2fRUQy"
2021-10-24 04:30:24,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 10:00AM
FREE Slots 
#COVISHIELD - Dose1:1244, Dose2:… https://t.co/7CQ6u62E1q"
2021-10-24 04:30:14,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 24/10 at 10:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose… https://t.co/ZHM2vj0gW8"
2021-10-24 04:30:03,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 24/10 at 10:00AM
FREE Slots 
#COVISHIELD - Dose1:4, Dose2:10… https://t.co/Q7LQkWe3i0"
2021-10-24 04:25:21,"@WHO Stop tweeting until you approve #covaxin 
No matter what you tweet All your comments are gonna be about covaxin approvals"
2021-10-24 04:25:00,"UP NEXT | #Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bhar… https://t.co/Qhmn5ynt1K"
2021-10-24 04:21:01,Ask him to get #Covaxin approved first . #Covaxinapproval https://t.co/g1P3z5yCef
2021-10-24 04:19:31,$OCGN @PMOIndia to meet Pope Francis Friday.Think he will be informed #CovaxinDeltaVaccine helped 🇮🇳 in fighting Co… https://t.co/6L2R8W7fjN
2021-10-24 04:19:12,"Hey #NEISvoid &amp;&amp; #DisabilityTwitter what are we supposed to take for cough medicine when on an SSRI? 

I think I ha… https://t.co/Q8t1tzF4Qq"
2021-10-24 04:15:26,Relaxing and watching some tv even though it’s late. My sons arm is hurting a lot from #moderna booster. He seems o… https://t.co/VP7dxD5lzL
2021-10-24 04:10:50,@WHO I think @WHO has pressure from big pharma companies who might lose billions of dollars If #Covaxin gets approv… https://t.co/QxETM4r7fu
2021-10-24 04:02:51,"Why #Covaxin is only a microscopic part of #TheBillionVaccine landmark 

Does anyone know the secret behind ??"
2021-10-24 04:00:30,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 09:30AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:3… https://t.co/2sVYHNbY5M"
2021-10-24 03:59:58,"@WHO @WHOWPRO @pahowho @WHOAFRO @WHOSEARO @WHO_Europe @WHOEMRO @opsoms Hey chatbot, plz ask these WHO idiots to approve #Covaxin."
2021-10-24 03:55:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/5ustPYEOzJ"
2021-10-24 03:54:34,But now the usual propaganda outlets are saying that the new booster shot has a 97% effectiveness! 😂🤣 Like we haven… https://t.co/1RVKlgktAk
2021-10-24 03:48:30,"Mixing Covid-19 vaccines safe, offers better immunity: ICMR study #mixingcovidvaccines #Covishield #covaxin #ICMR… https://t.co/OB3w200B33"
2021-10-24 03:37:46,"45+ #URBAN #Bengaluru #CovidVaccine Availability for 20/10 at 09:30AM
FREE Slots 0
PAID Slots 
#COVISHIELD – Dose1:… https://t.co/nfdUDMBjBI"
2021-10-24 03:30:25,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 09:00AM
FREE Slots 
#COVISHIELD - Dose1:1239, Dose2:… https://t.co/3rYtNpF66w"
2021-10-24 03:30:15,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 24/10 at 09:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose… https://t.co/F7nzkUnuDn"
2021-10-24 03:30:04,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 24/10 at 09:00AM
FREE Slots 
#COVISHIELD - Dose1:2, Dose2:10… https://t.co/lbd4sW9gQq"
2021-10-24 03:27:45,got my first jab finally! #vaccinated #moderna
2021-10-24 03:23:55,You getting boostered? #Moderna #CovidVaccine https://t.co/AlZ0m3Nxt4
2021-10-24 03:08:30,@doctorsoumya @pallavabagla @IndiaDST @DBTIndia @ICMRDELHI @PrinSciAdvGoI Solidarity is be#y definition inclusive.… https://t.co/PkimlR5VuR
2021-10-24 03:07:24,"@WHO Polio vaccin made by Bharat Biotech in India, right? Same old method of producing vaccin as Covaxin against… https://t.co/ZJqzCFWLP7"
2021-10-24 03:00:25,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 08:30AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:3… https://t.co/Drpj2NCtZE"
2021-10-24 02:47:49,"45+ #URBAN #Bengaluru #CovidVaccine Availability for 20/10 at 10:30AM
FREE Slots 0
PAID Slots 
#COVISHIELD – Dose1:… https://t.co/5ySYqDQ8CD"
2021-10-24 02:40:10,"I got my 3rd dose #moderna today . 6 hours later, so far, the side effects are, I drank 3 beers instead of 2, and, uhhh ..."
2021-10-24 02:40:05,#COVAXIN and also #COVISHIELD .  But all you wanted #Pfizer #Moderna while @narendramodi batted for #VocalForLocal… https://t.co/RxxIKQzoM8
2021-10-24 02:39:40,CDC Admits Moderna's Shot Is The Most Dangerous https://t.co/CCDuiZ6N53 #Featured #Moderna #myocarditis #Vaccines
2021-10-24 02:39:23,Wave . Do you know India is best with #COVISHIELD #COVAXIN . Had cong in place they would have gone India into grav… https://t.co/wyfVYuUlrK
2021-10-24 02:38:56,"#VaccineCentury @mansukhmandviya @OfficeOf_MM @PMOIndia @narendramodi #Covid_19 %
#100CroreVaccinations… https://t.co/dqgAHvLb3G"
2021-10-24 02:30:25,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 08:00AM
FREE Slots 
#COVISHIELD - Dose1:1241, Dose2:… https://t.co/Mx6Wo4SWx9"
2021-10-24 02:30:14,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 24/10 at 08:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose… https://t.co/z4ccNQcaki"
2021-10-24 02:30:04,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 24/10 at 08:00AM
FREE Slots 
#COVISHIELD - Dose1:2, Dose2:10… https://t.co/XVVqnbTuYr"
2021-10-24 02:28:14,"@ripriptaterchip @Ocugen @vaccinenation @WHO I respect your disagreement🙂

I’m not sure if enough % of adult have r… https://t.co/wp0gjUAkkv"
2021-10-24 02:24:53,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 20/10 at 10:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD – Dose… https://t.co/KaHE2GBSv8"
2021-10-24 02:23:48,"Yup, those vaxx are the eternity formula. 🤦🤦🤦😂😂😂
Congrats #PfizerExposed/#moderna 

https://t.co/uKgxAbgFTc"
2021-10-24 02:09:17,@moonfrye Call me Punky Booster!! #GetVaccinated #moderna #booster #covid19 https://t.co/3gHFa2vPyv
2021-10-24 02:09:13,"#the #vaccinated and all those forcing on us that wish to keep our #Blood #Pure ... 
#Pfizer #moderna #CovidVaccine… https://t.co/fMWDzqljHk"
2021-10-24 02:05:17,@doctorsoumya @pallavabagla @IndiaDST @DBTIndia @ICMRDELHI @PrinSciAdvGoI With #covaxin yes we can! @Ocugen @BharatBiotech @RhettAmmons
2021-10-24 02:03:48,Well done #numbertwo now #doubledose #VaccinesWork #VaccinesSaveLives #ProudDad #moderna #covid19vic #thekidsareok https://t.co/3bEdWyQiAw
2021-10-24 02:01:22,"The number of Covid-19 cases today, 23 October 2021.
Remember to observe safety and protective measures when you’re… https://t.co/S6Rs1B3rSe"
2021-10-24 02:00:33,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 07:30AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:2… https://t.co/TwYA49Xk87"
2021-10-24 01:52:19,"#moderna #ModernaBooster 

Such a small dose. No pain, no soreness, no effects.
So many around the world would be S… https://t.co/u7sKyML4JL"
2021-10-24 01:45:59,"Though it can scare some people, the headline, they’re prob pandemic propagators.

That said, #JnJ gang can be… https://t.co/nxrXBrBz2E"
2021-10-24 01:44:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/zTFJiXo9Ip"
2021-10-24 01:36:00,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 20/10 at 10:30AM
FREE Slots 0
PAID Slots 
#COVISHIELD – Dose1:1… https://t.co/fqatbdvjd3"
2021-10-24 01:35:59,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 20/10 at 10:30AM
FREE Slots 0
PAID Slots 
#COVISHIELD – Dose1:1… https://t.co/0xIY8XHx28"
2021-10-24 01:33:50,"So I have my appointment for my Moderna vaccine booster shot on Monday. That's it, that's the whole tweet. #Moderna #BoosterShots"
2021-10-24 01:32:25,"#COVAXIN is getting an approval on 26th..!

and if not then @WHO and their chief scientist @doctorsoumya has to com… https://t.co/ZwckmBx14C"
2021-10-24 01:30:26,"18-44 #BBMP #Bengaluru #CovidVaccine Availability for 24/10 at 07:00AM
FREE Slots 
#COVISHIELD - Dose1:1242, Dose2:… https://t.co/6K8PjimjqU"
2021-10-24 01:30:15,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 24/10 at 07:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose… https://t.co/D8EgxGSFR4"
2021-10-24 01:30:05,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 24/10 at 07:00AM
FREE Slots 
#COVISHIELD - Dose1:2, Dose2:10… https://t.co/6StxLHCQA0"
2021-10-24 01:26:56,"Those already taken 2 dose will be considered fully vaccinated for 4 months.

#mRNA vaccinated cannot take #Sinovac… https://t.co/tpuLwGEmZo"
2021-10-24 01:26:56,#Sinovac is not approved for 12-17 years old unless you are medically ineligible to take #mRNA vaccines.
2021-10-24 01:26:55,"Massive massive compromise by #Singapore Govt to protect the 100,000 odd old people that are still unwilling to get… https://t.co/x75dlqdLwx"
2021-10-24 01:26:19,"@SquawkCNBC @fox @HLNTV
@Varneyco @WHO @CDCgov
@US_FDA @nypost @BharatBiotech @washingtonpost @Ocugen
Seems like a… https://t.co/2rqYnkGyxS"
2021-10-24 01:24:02,"@MrsGandhi @narendramodi That's ok but 

WHY HAS WHO NOT GIVEN #CovaxinApproval YET WHEN GOI HAS APPROVED #Covaxin… https://t.co/nJCzT4CnTb"
2021-10-24 01:23:09,Got my #Moderna #booster! #covidvacccine https://t.co/AnM10Nkw3k
2021-10-24 01:18:34,@TimesNow @BharatBiotech @SuchitraElla amazing job.. and salute from #India for an amazing job for #Humanity… @WHO… https://t.co/sh2afv0wXC
2021-10-24 01:15:00,#Sweden #Suspends #Moderna Shot Indefinitely After #Vaxxed Patients Develop Crippling Heart Condition… https://t.co/f4SEtv7yYg
2021-10-24 01:12:28,Swedish health officials now having second thoughts about giving the problematic jabs to any more of its citizens..… https://t.co/zunYqLr5tq
2021-10-24 01:08:27,"What the USA news media won't report.
#moderna
#ModernaBooster
#modernavaccine
#VaccineMandate
#CovidVaccine
https://t.co/cAleL9hZLo"
2021-10-24 01:01:18,"Wanna trade in a virus with a 99.7% survival rate with a lifelong crippling heart condition? ""Sweden Suspends… https://t.co/RmzVnqCTUC"
2021-10-24 01:00:53,Wealthy countries should start to seriously contribute to WHO #COVAXIN https://t.co/29CrE7C8K7
2021-10-24 00:53:28,"🇨🇳✈️🇵🇪#Peru in Latin America just received another 2,387,600 doses of Chinese #Sinopharm vaccines.

It's part of th… https://t.co/aLRJffqC3C"
2021-10-24 00:48:20,"Sweden doing the lord’s work, the cdc / fda will never admit that the vaccines cause heart problems. They don’t care about you. #Moderna"
2021-10-24 00:45:56,Got my #booster today. For some reason everyone likes to stick vaccines right in this old tattoo. #moderna… https://t.co/P0YqN7O1iZ
2021-10-24 00:45:52,"I wonder why... why would a company that has never had a product like this before, but nevertheless received NIH fu… https://t.co/fcJgJzbBN7"
2021-10-24 00:42:39,@DHSgov @DHSCgovuk @francediplo_EN @SwissMFA I am now #vaccinated with the second dose of the #PfizerBiontech… https://t.co/c5qPfntDRN
2021-10-24 00:40:51,@EmbEUAenBolivia Thus far #Thousands Have Gone to the #CommunistPartyMAS Members as like the  Previous Johnson&amp;John… https://t.co/Kkyra6yU5p
2021-10-24 00:34:57,"@doctorsoumya Thanks! 
It's still worthless until #COVAXIN gets WHO approval.
Because we are still considered as un… https://t.co/nFOANYkLEF"
2021-10-24 00:32:49,"#Singapore’s National Vaccination Program Adds #Sinovac #COVID19 vaccine
https://t.co/s37sqySFpg https://t.co/8SQPswCOKz"
2021-10-24 00:32:06,He taking Indian made vaccine was def a big confidence booster for all. Hope #COVAXIN soon gets #WHO nod and subseq… https://t.co/maBFDv0BAS
2021-10-24 00:31:21,"@karebear0517 I got my #PfizerBiontech booster Wednesday at Publix Pharmacy :)

• A nurse friend suggests loading u… https://t.co/yO0w4dZNid"
2021-10-24 00:29:22,@karebear0517 I asked my COO if we would be getting direction on when and which booster to get.  She was clear that… https://t.co/zEnbHp4Y7i
2021-10-24 00:25:05,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 20/10 at 11:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD – Dose… https://t.co/3W1EdaVPus"
2021-10-24 00:17:39,@Ocugen guess what is this week? And big news from @WHO for hopefully #COVAXIN approval. @RhettAmmons shirts on bro https://t.co/1KOj6fPPAJ
2021-10-24 00:15:41,I got my #moderna #ModernaBooster yesterday. My armpit node is swollen to about the size of my breast and hurts so… https://t.co/XxBH4wg2M5
2021-10-24 00:09:27,"PREP Act established CICP, a compensation program for individuals seriously injured or killed as a direct result of… https://t.co/ugmLZLr5HC"
2021-10-23 23:55:30,@nytimes No wonder why big pharma is going all out to prevent #covaxin from getting a WHO approval.
2021-10-23 23:50:58,@BorisJohnson #AdverseReactions To #Pfizervaccine Super healthy professional MTB rider suffers from #myocarditis af… https://t.co/CeWffNSOP5
2021-10-23 23:49:26,"I am grateful for the information the scientists continually tweeted out. [ This, AFAIAC, is the proper use of Twit… https://t.co/97UHHbSlmq"
2021-10-23 23:44:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/gXu2myA71J"
2021-10-23 23:43:48,Got my booster shot of #Moderna today! Was so damn happy I had tears. I was a #JandJer from 3/21. Want to send a sp… https://t.co/oDRak9ysWS
2021-10-23 23:19:12,@NTrylovich @RWMaloneMD Perfect description of what is happening with vaccine. We need inactivated form like India… https://t.co/8StK5XibJI
2021-10-23 23:11:41,"Just like with Moderna dose 2, side effects are fading as we approach the 24 hour mark. #FullyVaccinated #Booster… https://t.co/UMHoLMCgeC"
2021-10-23 23:02:37,Boosted #ModernaBooster #BoosterShots #moderna https://t.co/XjlgrWp3n6
2021-10-23 23:00:01,"‘The concern is for people who are HIV-negative, not for HIV-positive people.’ Why the tech in #SputnikV’s second d… https://t.co/lNcpHJBmtF"
2021-10-23 22:54:35,"#Moderna Hey Moderna Buddies, anyone get the Moderna booster? I want to know the side effects, though I know everyo… https://t.co/7HjHdwotyt"
2021-10-23 22:47:49,Got the Dolly Boostier (Moderna Booster) today. I received the J &amp; J one dose back in March. #Moderna #BoosterShots… https://t.co/KnkPCzFMw7
2021-10-23 22:43:33,"Shoutout to @KizzyPhD, I got my #Moderna booster shot!!!
#FullyVaccinated"
2021-10-23 22:41:34,Hubby and I got our boosters today. We originally got the johnson n johnson shot. Got a #moderna booster
2021-10-23 22:39:19,@NIH So its now ok to #mixvaccines so why do #jnj and #moderna still not have their #FDA full approvals?  Whats one… https://t.co/1Tn1y3bett
2021-10-23 22:30:00,The support of the data from Pfizer and its partner BioNTech authorizes the vaccine for kids 5 to 11.… https://t.co/4fWDXRT6t1
2021-10-23 22:26:54,Check out this infographic to see the United States population against COVID-19. Do you qualify to receive a dosage… https://t.co/wyE8wiWEsN
