"County","riskLevel","vaccination Ratio","actualvaccine","Death","State","metro","per_point_diff","T or B","percent_hispanic","percent_non_hispanic_american","percent_non_hispanic_asian","percent_non_hispanic_black","percent_non_hispanic_native","percent_non_hispanic_white","X..Fair.or.Poor.Health","Average.Number.of.Physically.Unhealthy.Days","Average.Number.of.Mentally.Unhealthy.Days","X..Smokers","X..Physically.Inactive","Violent.Crime.Rate","Income.Ratio","X..Children.in.Single.Parent.Households","X..Unemployed","X..Vaccinated","X..Uninsured","X..Children.in.Poverty","Life.Expectancy","Median.Household.Income","X..bachelor.degree","X..High.school.degree","X..Households.with.a.broadband.Internet","Persons.per.household"
"Baker County, Georgia","3",0.401,1428,13,"Georgia","yes",0.157556270096463,"Trump",0.0549,3e-04,0.0307,0.3962,0.0067,0.5064,23.607260263,4.6922040688,4.6917173391,21.905769263,26.2,321.432754271808,6.2610531759,41.31097561,4.7291487532,28,17.125900805,39.8,79.571400904,39515,0.129,0.806,0.506,2.2
"Baldwin County, Georgia","3",0.389,19990,158,"Georgia","no",-0.0129855898306942,"Biden",0.0226,0.0023,0.0175,0.4211,0,0.5238,23.924020325,4.7176007733,4.7991567711,22.64608528,26.1,689.41443407,5.6889219235,45.086567164,4.2391866276,44,16.063285249,29.4,74.920124954,44429,0.233,0.858,0.748,2.51
"Banks County, Georgia","3",0.26,5909,51,"Georgia","no",0.779797750255653,"Trump",0.0689,0.0053,0.0112,0.026,0,0.878,21.713530458,4.6980199085,4.9778858134,23.474141639,35.9,194.75777002,4.450546563,16.149068323,2.7454242928,47,21.529963389,19.1,75.903065467,53481,0.134,0.759,0.66,2.78
"Barrow County, Georgia","5",0.348,32897,166,"Georgia","yes",0.431185886448142,"Trump",0.109,0.0015,0.0366,0.117,1e-04,0.7134,19.823362768,4.2526751878,4.4729799597,20.245236506,23.2,497.24463225,3.7325781827,22.763443453,2.817877925,49,17.806665627,13.5,76.357988321,68924,0.19,0.845,0.842,2.99
"Bartow County, Georgia","5",0.324,40416,281,"Georgia","yes",0.506915821179455,"Trump",0.0863,0.0019,0.0089,0.1032,0,0.7748,19.773752944,4.3183850711,4.5872228485,21.365185705,29.9,467.95743699,4.2770542958,22.745909641,3.2727200776,51,17.256143991,16.1,76.678260084,60254,0.186,0.836,0.798,2.76
"Ben Hill County, Georgia","3",0.348,6690,87,"Georgia","no",0.261730652041438,"Trump",0.0611,0,0.0069,0.3661,0,0.5584,26.262934855,5.2562519124,5.0794605736,23.8514354,41.1,361.24888902,4.8677199504,50.375410605,5.5160807779,36,15.736681774,32,73.00461051,35931,0.112,0.835,0.555,2.59
"Berrien County, Georgia","3",0.286,6476,54,"Georgia","no",0.665116879762366,"Trump",0.0507,9e-04,0.0111,0.106,0,0.8182,24.589658994,5.1517809626,5.1529763756,25.489514458,28.5,224.23890677,4.9498118742,19.76744186,3.9871554723,40,20.394610817,28.6,74.273758871,42058,0.114,0.79,0.629,2.57
"Bibb County, Georgia","3",0.393,69672,523,"Georgia","yes",-0.238269649574342,"Biden",0.0325,0.0016,0.0202,0.5429,5e-04,0.3832,22.888508478,4.5852706262,4.6284102311,20.530971451,30.8,500.68215496,6.2015852048,49.939712226,3.8986096383,44,16.029464783,36.4,74.168583866,43066,0.254,0.86,0.752,2.53
"Bleckley County, Georgia","3",0.304,4673,58,"Georgia","no",0.528556412053259,"Trump",0.0296,9e-04,0.0024,0.2733,0,0.6856,21.165886736,4.5528324171,4.7829571428,21.820170713,34,354.53849563,5.2880575879,40.590264469,5.0320017656,46,14.631029709,25.5,77.644078856,48115,0.187,0.886,0.694,2.71
"Brantley County, Georgia","3",0.218,5116,61,"Georgia","yes",0.812104787714544,"Trump",0.0223,0.0021,0.0107,0.033,0,0.9216,24.67292276,5.1813675143,5.4401714601,26.430256019,30.9,198.66648524,4.8587243318,20.148081669,4.0507026729,38,18.934378816,26.9,74.377853836,44680,0.089,0.789,0.661,2.74
"Brooks County, Georgia","5",0.399,7162,56,"Georgia","yes",0.207013096746937,"Trump",0.059,0,0.0042,0.3584,5e-04,0.5647,25.065967068,4.9921550884,5.0336286843,23.357974482,27.5,527.20513687,6.3535222439,35.635519443,3.3763222721,39,20.036160421,35.3,74.19200133,39554,0.178,0.851,0.672,2.44
"Bryan County, Georgia","3",0.421,18960,47,"Georgia","yes",0.35162877900164,"Trump",0.0708,0.0043,0.0141,0.1385,0,0.7305,15.890238627,3.8137816668,4.0994037686,16.839657442,29.1,258.11051693,4.6795548783,24.528301887,2.9968281746,44,12.74839767,10.4,76.312656637,79296,0.331,0.916,0.872,2.83
"Bulloch County, Georgia","3",0.292,27339,153,"Georgia","no",0.237254901960784,"Trump",0.0399,0.0033,0.0127,0.2776,0.0026,0.6348,21.526604842,4.6405597279,4.9108262678,20.088308462,20.3,184.83128043,5.1395113732,28.195141273,3.7493158183,50,15.917976542,21.4,77.498207153,48788,0.27,0.873,0.774,2.48
"Burke County, Georgia","5",0.414,10694,68,"Georgia","yes",0.0179724796405504,"Trump",0.0323,0,0.0032,0.4806,0,0.4727,25.791404082,5.0922875473,5.0149340294,24.088734316,31.6,619.77068485,5.4,37.32562096,5.0797465589,32,14.039448798,36.3,73.955496175,42632,0.132,0.801,0.723,2.72
"Butts County, Georgia","3",0.284,8260,93,"Georgia","yes",0.435986747090307,"Trump",0.0325,0,0.0042,0.2892,0,0.6603,24.856533101,4.9869834458,4.9998333059,24.36151339,26.6,305.01461084,4.3957421038,30.66477503,3.3528918692,45,16.370287001,21,74.309823615,47410,0.122,0.806,0.695,2.56
"Calhoun County, Georgia","3",0.426,3057,20,"Georgia","no",-0.154686078252957,"Biden",0.0474,0,0.0058,0.6031,0,0.3262,31.027673043,5.4524068829,5.0048371447,27.294708488,40.2,1499.4326471,4.8220315717,34.28317008,3.6274070757,29,18.064338741,39,77.676042169,34960,0.091,0.729,0.632,2.56
"Camden County, Georgia","3",0.337,20860,80,"Georgia","no",0.307438993498269,"Trump",0.0673,0.0052,0.0192,0.1864,0.0011,0.698,17.745875719,3.9399981986,4.1606220888,19.193385696,28.8,319.79797265,4.1894805745,33.606621379,3.622598112,44,14.220018034,20.3,78.174079556,58552,0.239,0.913,0.843,2.66
"Candler County, Georgia","3",0.366,4687,72,"Georgia","no",0.42067253441661,"Trump",0.1177,0,0.0019,0.2513,0,0.6064,28.072936954,5.3986784499,5.1707380648,25.61163393,28.1,321.432754271808,5.9161994242,38.981173865,2.9740447008,33,22.039243167,34.3,74.541270046,41665,0.13,0.773,0.634,2.63
"Carroll County, Georgia","3",0.321,44846,270,"Georgia","yes",0.3899250991335,"Trump",0.0689,0.0043,0.0077,0.1903,9e-04,0.7025,21.034275953,4.4443775645,4.7722087407,20.768737893,35,311.38322472,4.3179941003,28.053230307,3.4142365513,45,15.20123776,21.8,75.252495412,59193,0.211,0.846,0.818,2.71
"Catoosa County, Georgia","3",0.335,26197,83,"Georgia","yes",0.559475961095941,"Trump",0.0302,0.0036,0.0132,0.0205,5e-04,0.9095,16.846445019,3.913473152,4.3918721526,19.180987652,26.5,260.12915715,4.0446650124,19.275381207,2.9805770206,50,13.938432129,15.2,78.325077641,60753,0.214,0.875,0.829,2.67
"Charlton County, Georgia","3",0.196,3098,50,"Georgia","no",0.506567425569177,"Trump",0.0837,0.0178,0.0074,0.2588,0,0.6114,25.76476604,5.0726200232,4.9154703937,24.840063538,34.2,189.43699326,4.4793082491,27.720820189,3.7826541275,39,18.389092576,38.2,76.676296918,42891,0.088,0.741,0.652,3.22
"Chatham County, Georgia","3",0.476,155295,547,"Georgia","yes",-0.187507495802351,"Biden",0.064,0.0023,0.0255,0.3943,0.0011,0.485,19.233718798,3.8819219003,4.3463598438,17.371416158,23.5,448.04038988,4.7313470735,41.48626347,3.2973642567,48,16.494590444,21.6,78.190745182,57122,0.336,0.899,0.852,2.55
"Chattahoochee County, Georgia","3",0.177,2262,17,"Georgia","yes",0.134639696586599,"Trump",0.1586,0.0028,0.0289,0.1988,0.0014,0.5758,20.128276312,4.2443054865,4.303214506,18.930494206,27.7,321.432754271808,4.2164460796,27.260579065,4.5568352529,33,10.437532947,23.5,79.029034433,46106,0.295,0.943,0.781,2.79
"Chattooga County, Georgia","5",0.321,9391,82,"Georgia","no",0.617910447761194,"Trump",0.0515,0.0014,0.0017,0.103,0,0.8277,25.470732737,5.2502755629,5.3032336147,25.676546729,23.8,136.2176229,4.3862663686,23.547400612,4.967497817,44,17.552857442,22.8,73.548461589,41561,0.089,0.738,0.697,2.49
"Cherokee County, Georgia","3",0.445,127975,383,"Georgia","yes",0.392265994544764,"Trump",0.1052,4e-04,0.018,0.0671,3e-04,0.7872,13.946277151,3.4514198119,3.9416240072,15.308578318,21.1,93.205610294,3.9328851842,14.620263457,2.721368931,51,14.063848933,8.3,80.281473967,88635,0.382,0.921,0.923,2.79
"Clarke County, Georgia","3",0.42,59245,160,"Georgia","yes",-0.420772796322985,"Biden",0.108,5e-04,0.0387,0.2767,4e-04,0.5502,21.310467602,4.4728410143,4.9091423627,18.513664294,21.7,404.78640757,6.2249948014,36.949245793,3.5518478408,53,18.200105463,27.3,79.005081332,41036,0.44,0.88,0.824,2.36
"Clay County, Georgia","2",0.568,1881,3,"Georgia","no",-0.107317073170732,"Biden",0.0037,0,0.0102,0.6239,0,0.3541,31.828632646,5.7979246245,5.5119543345,27.107171385,42.8,200,5.1266586248,60.892857143,6.9318181818,35,16.789035732,41.9,75.540071402,24732,0.125,0.8,0.666,2.33
"Clayton County, Georgia","3",0.365,124205,596,"Georgia","yes",-0.709115997507344,"Biden",0.1322,0.0016,0.0512,0.6833,6e-04,0.1007,25.098092315,4.6066998503,4.5235945517,18.928142608,31.7,632.28407094,3.9056370868,45.062000378,4.2207320967,43,18.547576337,24.4,76.622749023,50737,0.195,0.848,0.802,2.95
"Clinch County, Georgia","5",0.366,2782,32,"Georgia","no",0.475707794477455,"Trump",0.0419,3e-04,0,0.2842,0,0.6512,30.911676757,5.9437103756,5.7419783153,28.028505422,22.1,473.45036055,10.496364211,51.972157773,3.9186134137,33,17.923316823,30.6,72.562091614,42928,0.1,0.692,0.469,2.51
"Cobb County, Georgia","3",0.519,440698,1226,"Georgia","yes",-0.14327403689857,"Biden",0.1298,0.0015,0.0528,0.2672,4e-04,0.5191,14.250915701,3.28207782,3.9612516518,13.797273197,21.2,265.50774296,4.2691841281,24.329249941,2.9576613425,52,14.225309941,11.7,80.684108088,79622,0.474,0.921,0.916,2.64
"Coffee County, Georgia","3",0.32,16552,198,"Georgia","no",0.398777441829894,"Trump",0.117,4e-04,0.0079,0.2843,0,0.5813,24.732592161,4.8984292701,4.9466326861,23.228385022,35.3,325.45888323,4.7268765728,30.328878779,3.8740791775,37,19.535852425,28.3,74.529472074,41675,0.13,0.757,0.662,2.71
"Colquitt County, Georgia","5",0.36,19224,158,"Georgia","no",0.471652368519209,"Trump",0.1921,0.0044,0.0083,0.2316,1e-04,0.5588,27.460955679,5.0981723854,4.7532480548,23.482308007,36.1,321.432754271808,5.2825761358,33.61048123,3.157599289,36,23.807480896,31.9,74.36854576,41899,0.128,0.747,0.72,2.88
"Columbia County, Georgia","3",0.401,70170,239,"Georgia","yes",0.257908780639156,"Trump",0.067,0.0014,0.0376,0.1659,0,0.6867,14.666863397,3.4511029929,3.8449437344,15.938055991,27,51.627486753,3.4741853422,15.2265625,3.0265924881,47,10.16089072,7.4,80.475498238,88285,0.364,0.927,0.84,3.18
"Cook County, Georgia","3",0.356,7098,52,"Georgia","no",0.403837953091684,"Trump",0.0578,0.0029,0.0072,0.2692,0,0.6471,23.807982766,4.8492544472,4.8362790103,23.577842447,39.5,301.80776693,5.364049909,30.937215651,3.3800701052,41,18.664298401,32.2,74.493338588,40670,0.135,0.791,0.644,2.74
"Coweta County, Georgia","3",0.381,64989,274,"Georgia","yes",0.355356189533718,"Trump",0.0701,0.0024,0.0207,0.1767,2e-04,0.71,16.596168257,3.8804573926,3.9856484627,16.937902423,29.2,231.98486834,4.0582693324,24.560908912,2.9278494249,47,13.858821279,12,78.94401769,79232,0.303,0.892,0.855,2.74
"Crawford County, Georgia","3",0.331,4801,29,"Georgia","yes",0.460996394624713,"Trump",0.033,0.001,0.0015,0.2197,0,0.7327,22.36017633,4.7015209824,4.8640702062,23.217966402,41,153.15275894,5.9694283293,33.320639756,3.5860838537,44,17.694722982,24.2,75.508586522,50411,0.105,0.831,0.724,2.7
"Crisp County, Georgia","3",0.378,9960,97,"Georgia","no",0.249346445910619,"Trump",0.0344,0,0.0019,0.4554,0.0011,0.4988,27.719305696,5.497349594,5.1628952963,25.296731372,36.9,288.19692734,6.0405898331,56.733576642,3.9011979222,41,16.47954866,43.9,75.172800596,40482,0.141,0.828,0.606,2.6
"Dade County, Georgia","3",0.288,5412,16,"Georgia","yes",0.646354587032553,"Trump",0.0228,0,0.0107,0.0065,4e-04,0.9333,19.970749388,4.4331950188,4.8883195532,21.825729245,31.1,333.24161546,4.0852534562,22.804163956,3.2647094652,42,15.90309822,17.3,76.367404424,45986,0.152,0.807,0.753,2.4
"Dawson County, Georgia","5",0.346,10237,54,"Georgia","yes",0.678564765872769,"Trump",0.047,9e-04,0.0059,0.0105,0,0.921,15.34035254,3.7267073482,4.0383979506,17.10031135,23.8,97.083189506,4.0103914203,16.780409474,2.8327922078,51,15.948405159,12,77.104648376,69155,0.306,0.872,0.852,2.7
"Decatur County, Georgia","5",0.409,12860,87,"Georgia","no",0.169720430107527,"Trump",0.0608,0.0011,0.0025,0.4205,0,0.5021,25.182471073,5.0015400514,4.734432183,22.656817591,29.1,678.61171206,5.0460094473,42.261538462,3.8041594454,35,18.38001801,35.6,74.266507804,40473,0.138,0.825,0.554,2.53
"DeKalb County, Georgia","3",0.489,421068,1155,"Georgia","yes",-0.673736196749257,"Biden",0.0853,0.0021,0.0604,0.5344,4e-04,0.2913,17.515990052,3.6760564894,4.1219397186,15.718021828,20.4,644.47770595,4.8761630731,35.527998761,3.4190217201,47,17.089752415,18.5,80.402244505,63606,0.442,0.893,0.85,2.61
"Dodge County, Georgia","5",0.304,7491,114,"Georgia","no",0.454838309998761,"Trump",0.0353,1e-04,0.0033,0.2874,0,0.6474,24.27194558,5.0359462878,4.8138363281,23.231700174,25.4,377.39698082,5.2284044715,37.860488045,5.380595961,43,15.214082456,28.3,76.342468033,41118,0.143,0.856,0.606,2.46
"Dooly County, Georgia","5",0.318,4953,49,"Georgia","no",0.0604141291108404,"Trump",0.0694,4e-04,1e-04,0.4908,0,0.4259,26.017111473,4.8940381934,4.7326601376,24.183565859,30.9,155.11025405,5.3745896657,33.949856145,3.7665154802,37,17.281748244,41.5,79.516503427,37109,0.121,0.777,0.592,2.47
"Dougherty County, Georgia","5",0.413,42115,354,"Georgia","yes",-0.400345736390172,"Biden",0.0286,0.002,0.0096,0.6939,1e-04,0.2523,26.578321125,5.0277498839,5.024860504,22.424063549,35.1,940.76351189,5.4233641658,54.647913562,4.7433923866,41,16.70096316,39.5,74.441725155,36894,0.214,0.834,0.734,2.51
"Douglas County, Georgia","3",0.401,67192,256,"Georgia","yes",-0.251208288715886,"Biden",0.0966,7e-04,0.0159,0.4593,2e-04,0.4052,18.993225668,3.7942604668,4.0907123218,17.829695011,25,306.02552474,4.0468982104,32.142474271,3.5196743926,45,14.934175302,16.6,77.839585406,62915,0.282,0.878,0.803,2.89
"Early County, Georgia","3",0.428,5094,55,"Georgia","no",0.0501156515034695,"Trump",0.0081,0.0029,0.0055,0.522,0,0.4522,27.234993374,5.2767402021,4.9509994259,23.924941661,28.1,776.9145394,5.7086107578,52.574525745,3.9112534309,33,13.911965282,40.8,73.039393215,40011,0.151,0.804,0.491,2.5
"Echols County, Georgia","3",0.264,1260,9,"Georgia","yes",0.755725190839695,"Trump",0.2728,0.0219,0,0.0198,0,0.6631,26.214964641,5.0600037135,4.8729379008,23.170767169,27.3,86.270643333,5.2945021425,17.707150965,2.776322682,41,25.102639296,31,83.581382765,40408,0.097,0.742,0.474,2.55
"Effingham County, Georgia","3",0.327,24528,117,"Georgia","yes",0.49548636406829,"Trump",0.0444,0.0018,0.0088,0.1316,5e-04,0.7828,16.758498712,3.8555372899,4.426561676,19.674660728,31.7,118.39756843,3.8571105146,19.024269133,2.8780472013,42,13.544278316,11.9,76.488185614,71628,0.2,0.883,0.807,2.84
"Elbert County, Georgia","5",0.375,8173,79,"Georgia","no",0.364954748664268,"Trump",0.057,0,0.0043,0.296,0,0.6351,24.354851746,4.94714179,5.0238052574,23.148546288,39.2,358.8115336,4.9501918079,35.903556935,3.9958213633,33,18.006886773,29.5,75.09341708,40962,0.116,0.784,0.6,2.5
"Emanuel County, Georgia","5",0.332,9161,91,"Georgia","no",0.385796948974224,"Trump",0.045,0.0024,0.0015,0.3387,0,0.5927,26.69444374,5.2871130758,5.1956378634,25.212711388,28.9,371.15828543,5.3194177969,42.283072546,5.3095209364,35,15.88211913,30.6,72.374631486,38529,0.13,0.786,0.693,2.58
"Evans County, Georgia","3",0.362,4518,40,"Georgia","no",0.368259948198729,"Trump",0.1172,0.0014,0.0091,0.2964,0,0.5626,26.874136727,5.2167756628,5.0573393217,23.841691884,25.5,160.33427267,6.0353661933,41.68743325,3.3730974907,45,17.782773308,36,75.961909902,41425,0.158,0.762,0.691,2.53
"Fannin County, Georgia","3",0.367,10680,86,"Georgia","no",0.646440837766853,"Trump",0.0236,0.0011,0.0037,0.0025,0.0011,0.9489,18.089799267,4.3654290964,4.6016334707,20.296271589,30.4,124.32914068,4.2289178846,24.068835455,3.3009034051,48,19.233103448,22.7,77.484900578,47980,0.218,0.866,0.832,2.42
"Fayette County, Georgia","3",0.56,71035,200,"Georgia","yes",0.0679778870461428,"Trump",0.0723,9e-04,0.044,0.2251,0.0013,0.622,12.638650316,3.0824544746,3.6119178553,12.728475424,20.2,73.496386428,4.0469756223,17.065445526,2.9818056394,52,10.7960508,7.1,81.147419707,94563,0.462,0.953,0.901,2.77
"Floyd County, Georgia","5",0.37,42122,284,"Georgia","yes",0.41094796932827,"Trump",0.1107,0.0015,0.0127,0.1387,0,0.7076,21.970937582,4.6203384206,4.8274773688,21.161593726,32.8,338.34352002,4.7172374483,28.860310421,3.8261145343,50,17.191977077,24.1,75.155579137,50520,0.209,0.824,0.778,2.61
"Forsyth County, Georgia","3",0.484,129406,223,"Georgia","yes",0.331874318503453,"Trump",0.095,0.0017,0.1291,0.0332,2e-04,0.717,11.953622443,3.0114374116,3.5013056138,12.228497821,17.1,55.320108741,3.9241131843,10.400075545,2.7351813624,53,10.684941898,5.1,82.311960582,113332,0.531,0.93,0.938,2.97
"Franklin County, Georgia","3",0.319,8610,64,"Georgia","no",0.69447282861124,"Trump",0.0459,8e-04,0.0094,0.0931,0,0.8346,23.038643901,4.9446064675,4.9601364556,23.869852333,26.5,145.43482548,5.197941966,30.84807074,3.5204184269,52,19.153824601,25.7,73.855534844,47691,0.159,0.823,0.68,2.62
"Fulton County, Georgia","3",0.504,603510,1573,"Georgia","yes",-0.463869303656695,"Biden",0.0722,0.0016,0.0703,0.4361,2e-04,0.3964,14.798447711,3.2872388966,3.7119718744,13.287735617,20.6,763.18918796,5.9484575153,36.552436669,3.4740750583,50,13.674451238,21.8,79.624634916,79235,0.529,0.926,0.856,2.44
"Gilmer County, Georgia","3",0.377,13252,107,"Georgia","no",0.635219364599092,"Trump",0.1158,0.0027,0.0045,0.0041,1e-04,0.8587,19.996144757,4.3933044605,4.5993434486,21.360131722,32.1,270.85404738,4.4122503575,29.872096937,3.5157238007,48,24.672603457,25.7,76.934230132,57007,0.204,0.817,0.768,2.51
"Glascock County, Georgia","3",0.283,1001,19,"Georgia","no",0.796805111821086,"Trump",0.0123,0.003,0,0.1021,3e-04,0.8738,23.74100551,5.0563125856,5.2156410863,25.153593864,22.6,90.760573607,5.0596199663,48.755490483,3.6949685535,40,14.596145961,20.8,74.227802239,49350,0.116,0.782,0.656,2.63
"Glynn County, Georgia","5",0.452,43538,279,"Georgia","yes",0.231851957702201,"Trump",0.0662,0.0035,0.0127,0.2607,0.0012,0.6356,18.039118696,4.0192178032,4.387415423,18.563161232,30.2,479.35701285,5.2278018408,34.303702109,3.3193544288,46,17.643351291,25.9,77.437436268,58017,0.299,0.881,0.779,2.43
"Gordon County, Georgia","3",0.331,22309,159,"Georgia","no",0.625015603545125,"Trump",0.1584,1e-04,0.0102,0.0374,7e-04,0.7752,22.961889195,4.7560406988,4.831813481,22.665294024,34.4,273.87728157,4.4323224301,27.57345095,3.3993422934,49,20.643609521,16.2,75.718635888,53373,0.147,0.779,0.723,2.75
"Grady County, Georgia","3",0.376,10883,77,"Georgia","no",0.318950219482582,"Trump",0.1146,0.0051,0.0056,0.2887,0,0.5797,24.367990057,4.9161794126,4.9842132319,22.959662466,36.7,193.56877617,5.3789911536,29.127320091,3.4070245957,42,20.798383022,29.1,76.32448775,42603,0.139,0.801,0.703,2.7
"Greene County, Georgia","3",0.489,9900,65,"Georgia","no",0.264941302027748,"Trump",0.0605,0,0.0114,0.35,2e-04,0.5752,22.054498939,4.4860877691,4.659764454,20.395860981,36.1,252.28255646,5.9161611139,45.631067961,3.8516405136,52,19.729379355,27.6,78.34861511,60973,0.269,0.853,0.715,2.4
"Gwinnett County, Georgia","3",0.495,517377,1290,"Georgia","yes",-0.182584059339698,"Biden",0.2117,0.0017,0.116,0.2702,2e-04,0.3729,16.665818714,3.5947282001,3.669155139,13.704543539,25.3,221.31215355,3.920193144,21.36027001,3.0081084945,48,18.061413441,13.1,81.221645461,72225,0.369,0.877,0.886,3.1
"Habersham County, Georgia","5",0.351,18710,171,"Georgia","no",0.639958886006559,"Trump",0.1479,9e-04,0.0194,0.0319,0.0018,0.7729,21.135184896,4.6416399418,4.7431514408,21.175832466,25.3,181.4529934,4.6901296508,18.150924538,3.4506266716,47,20.022660585,20,77.639270142,51296,0.193,0.796,0.71,2.8
"Hall County, Georgia","5",0.398,92550,544,"Georgia","yes",0.432419894628715,"Trump",0.2839,0.0015,0.0178,0.0708,1e-04,0.6082,20.564977813,4.1309565209,4.2323891011,17.382023186,25,315.91284842,4.2323118204,22.602861022,2.7816697857,50,20.899820602,21.8,79.469913098,66698,0.245,0.791,0.858,3.06
"Hancock County, Georgia","3",0.432,4100,71,"Georgia","no",-0.438718998314471,"Biden",0.0167,0,0.0036,0.7313,0.0014,0.2431,31.11028534,5.3833617756,4.9472712051,26.625823508,23.8,334.12887828,4.7369094866,73.894557823,5.5169595423,35,13.748553799,43.5,75.681611131,31715,0.086,0.742,0.477,2.03
"Haralson County, Georgia","3",0.292,10046,99,"Georgia","yes",0.739786606766812,"Trump",0.017,7e-04,0.0041,0.0507,0,0.9087,20.471623706,4.6771786095,4.9974482363,22.950353227,26.3,639.87446604,5.3283566397,26.58623137,3.312893207,37,15.712074303,20.2,74.381829679,49020,0.148,0.812,0.769,2.56
"Harris County, Georgia","3",0.381,15598,71,"Georgia","yes",0.443299484768146,"Trump",0.0356,7e-04,0.0103,0.1609,1e-04,0.7688,14.346758646,3.4472556607,4.0070572207,15.727186391,20,123.70378289,4.3022915499,18.167159366,3.0632470419,44,11.877160138,10.5,79.361516044,74052,0.314,0.922,0.832,2.76
"Hart County, Georgia","3",0.337,10012,61,"Georgia","no",0.495600251414205,"Trump",0.0365,2e-04,0.0093,0.1924,0,0.7481,23.077362692,4.7855396793,4.9980232807,23.53561545,26,347.00631832,4.712732337,20.302457467,3.5388834823,53,17.784522003,21.2,78.359466719,50647,0.157,0.815,0.701,2.52
"Heard County, Georgia","3",0.245,3437,26,"Georgia","yes",0.685020393029292,"Trump",0.0274,3e-04,0.0053,0.0873,9e-04,0.8476,21.461037636,4.6996989483,5.0069942887,23.214433829,28.6,195.76282246,4.1934580816,24.418604651,3.3346036585,42,14.931379631,24.7,75.793059804,48984,0.087,0.797,0.715,2.57
"Henry County, Georgia","3",0.388,103350,389,"Georgia","yes",-0.204751296769053,"Biden",0.0682,6e-04,0.0329,0.4343,0,0.4342,17.491626623,3.8626934518,3.9167054054,16.938898335,24.8,175.8040961,3.5135197397,29.442057158,3.5378154898,45,13.695557663,12.8,77.564353779,72927,0.285,0.912,0.884,2.95
"Houston County, Georgia","5",0.38,69168,306,"Georgia","yes",0.124281781982415,"Trump",0.0653,0.0031,0.0322,0.307,1e-04,0.5625,18.779018724,3.9586076022,4.4103500427,18.19079475,26.9,361.57675303,4.4153151775,29.893763025,3.3264624351,39,12.003875825,16,77.334149502,65641,0.283,0.916,0.836,2.66
"Irwin County, Georgia","3",0.334,3649,31,"Georgia","no",0.510076775431862,"Trump",0.0383,0.0012,0.0041,0.2829,0,0.6678,25.547558428,5.1753785733,5.0505035246,24.685399546,31.2,258.30059732,5.0963290461,32.115009747,4.6875,41,14.866262746,29.2,73.43718528,42317,0.151,0.815,0.62,2.75
"Jackson County, Georgia","5",0.366,30388,174,"Georgia","no",0.580225613802256,"Trump",0.0766,5e-04,0.0178,0.0663,6e-04,0.8135,17.314298536,4.0444504143,4.6879420089,19.625012774,31.9,222.39244854,4.1471323452,18.659010498,2.6507475765,52,15.464432638,12.3,77.314428608,66645,0.227,0.841,0.793,2.89
"Jasper County, Georgia","5",0.302,4984,47,"Georgia","yes",0.531266352694924,"Trump",0.0392,6e-04,0.0029,0.2039,0,0.7421,23.881017311,5.0195341889,5.1581660868,24.44713619,27.9,411.58971433,4.129708845,28.324591176,3.0696065716,50,19.536510713,19.8,76.421863242,59207,0.142,0.828,0.733,2.67
"Jeff Davis County, Georgia","3",0.27,4828,47,"Georgia","no",0.635418471668688,"Trump",0.1212,0,0.0023,0.1641,0,0.7085,26.041381022,5.261455532,5.1887969828,24.937921481,29.9,347.83772033,4.6520824032,40.249376559,4.6108081309,37,19.561007101,32.4,74.060988604,40603,0.103,0.793,0.613,2.82
"Jefferson County, Georgia","3",0.457,8232,74,"Georgia","no",-0.0682026443251735,"Biden",0.0384,0.0015,0.0031,0.5311,0,0.4201,27.035201826,5.2276810353,5.1602890071,23.994520841,29.8,508.22692332,5.6376657017,54.321322135,4.7474132684,26,18.219427437,35.6,72.804868911,35379,0.099,0.764,0.603,2.66
"Jenkins County, Georgia","2",0.309,3226,46,"Georgia","no",0.25904486251809,"Trump",0.0817,0.0025,0.0111,0.3491,0,0.5467,28.13417819,5.3886386257,5.0234846308,25.445054777,22.3,321.432754271808,4.8055231427,49.745934959,5.0906776965,28,17.48496994,37,74.684862898,32808,0.079,0.793,0.573,2.53
"Johnson County, Georgia","3",0.29,3451,51,"Georgia","no",0.397073170731707,"Trump",0.0247,0,0.0022,0.3315,0,0.624,25.391411257,5.0803426855,4.9782065383,24.94028046,38.4,373.6521832,5.7479540609,35.2180937,3.6422200198,41,15.852885225,31.6,75.413986242,37771,0.091,0.751,0.6,2.68
"Jones County, Georgia","3",0.377,12708,71,"Georgia","yes",0.338690237042989,"Trump",0.0167,0.0017,0.0075,0.2456,0,0.7143,20.001971719,4.4255346031,4.7082504367,20.352924955,30.1,98.922451864,4.3073517924,33.916031675,3.1688084112,50,14.023843097,17,78.33093768,56819,0.196,0.891,0.79,2.65
"Lamar County, Georgia","5",0.306,6772,74,"Georgia","yes",0.410281923714759,"Trump",0.0245,0.0014,0.0048,0.294,0,0.6516,21.393558047,4.4995687618,4.7744011798,21.892154761,29.3,495.52339659,5.5509764139,31.347150259,3.8629737609,47,15.169235003,21.4,74.710125004,57402,0.158,0.87,0.71,2.69
"Lanier County, Georgia","3",0.246,3004,14,"Georgia","yes",0.416666666666667,"Trump",0.0572,0.0016,0.002,0.2439,0,0.6861,22.959395001,4.6679301816,4.8384164978,22.733664775,38.9,383.38045718,7.182614671,28.314864348,3.9220917823,32,15.650145773,28.6,75.758657741,42667,0.165,0.8,0.568,2.71
