"per_point_diff","X..Fair.or.Poor.Health","Average.Number.of.Physically.Unhealthy.Days","Average.Number.of.Mentally.Unhealthy.Days","X..Smokers","X..Physically.Inactive","X..Vaccinated","X..Uninsured","X..Children.in.Poverty","Life.Expectancy","Median.Household.Income","X..bachelor.degree","X..Households.with.a.broadband.Internet"
0.276874989184723,0.077990632518938,0.101582842271843,0.262647910739497,0.289653986919131,0.180851063829787,0.966666666666667,0.00474282845017698,0.255269320843091,0.628765037434635,0.480206373945289,0.640221402214022,0.825423728813559
0.728399307615312,0.255604360592232,0.481285875232726,0.522562016806898,0.6453438773533,0.468085106382979,0.766666666666667,0.0779934499179898,0.508196721311476,0.486722982830504,0.265265760197775,0.254612546125461,0.683050847457627
0.0446720751385652,0.779135332633102,0.596944479142973,0.428810595164918,0.387151687877842,0.542553191489362,0.466666666666667,0.219867792150254,0.73536299765808,0.694220742669673,0.179910786263234,0.239852398523985,0.693220338983051
0.456312124860693,0.231404846222405,0.371084087790948,0.532767731316068,0.629286338094107,0.287234042553192,0.9,0.0541917072255824,0.463700234192037,0.536308896194048,0.295018003976998,0.392988929889299,0.796610169491525
0.667892382572706,0.349544693221069,0.562314811527894,0.601276656156915,0.738005899051394,0.49290780141844,0.7,0.115036805998188,0.384074941451991,0.463392967354156,0.280012898371581,0.22140221402214,0.625423728813559
0.537817121674897,0.24998895314741,0.394488384233522,0.479555496249259,0.666511968629397,0.372340425531915,1,0.0333030289693913,0.360655737704918,0.61827568803648,0.358177030149944,0.285977859778598,0.761016949152542
0.605924142305742,0.274857737847792,0.410899474534732,0.534694249498358,0.730051349250223,0.439716312056738,0.9,0.0686117542002029,0.451990632318501,0.492664504004093,0.273133766861934,0.27859778597786,0.701694915254237
0.56465263343068,0.259798975027388,0.428911696128164,0.487716758975295,0.724100165165532,0.531914893617021,0.866666666666667,0.0025287720033589,0.355971896955504,0.387651842542207,0.361885311979363,0.298892988929889,0.772881355932204
0.628149294914187,0.260596260282238,0.444325407250865,0.558565934757964,0.68246175084987,0.340425531914894,0.8,0.0409108428715116,0.351288056206089,0.449366592186346,0.291954640726608,0.214022140221402,0.733898305084746
0.445002608352814,0.248166649574878,0.399186764933116,0.495143877487008,0.61803315927118,0.457446808510638,0.833333333333333,0.0465674464408256,0.274004683840749,0.592455991865871,0.36907615413554,0.291512915129151,0.76271186440678
0.371473689713349,0.155468678261869,0.342827283490242,0.306972305834556,0.512598441793471,0.265957446808511,0.9,0.0814510184483093,0.241217798594848,0.624767680631811,0.503369699575429,0.472324723247232,0.761016949152542
0.490965976821207,0.226588033708547,0.392348953976851,0.552467243462778,0.596428501883736,0.379432624113475,0.9,0.015062234383843,0.332552693208431,0.517873736324404,0.32687698178105,0.385608856088561,0.661016949152542
0.5968829423599,0.258444277233174,0.468993674355619,0.587587346388707,0.680621975173047,0.414893617021277,0.7,0.0843153215612865,0.327868852459016,0.573642478114059,0.282753802332456,0.285977859778598,0.698305084745763
0.416611921185073,0.132047306932484,0.217684324493878,0.349297922974673,0.232867986341078,0.202127659574468,0.9,0.0510291894703361,0.110070257611241,0.680267833571646,0.643112807008115,0.514760147601476,0.903389830508475
0.383979047908734,0.217838720393573,0.353691497187641,0.434553014524688,0.425501028049425,0.322695035460993,0.733333333333333,0.016712932201413,0.332552693208431,0.540376525083754,0.38574729940345,0.503690036900369,0.786440677966102
0.446150305983643,0.197822751936432,0.383129895576802,0.22209243325313,0.425406674819655,0.294326241134752,0.966666666666667,0.0203105768635652,0.281030444964871,0.644672457368936,0.326318052345891,0.363468634686347,0.733898305084746
0.492355425920755,0.332768728358572,0.4129641443913,0.472242386490287,0.708365336807724,0.404255319148936,0.733333333333333,0.131498531241426,0.468384074941452,0.575068234673638,0.260235395281346,0.22140221402214,0.66271186440678
0.679920150131324,0.309837693802128,0.557478871567975,0.599596375633356,0.752244850845529,0.457446808510638,0.833333333333333,0.0468999589244665,0.498829039812646,0.51946754076451,0.27225237813726,0.20479704797048,0.715254237288136
0.681842422921116,0.192151858654206,0.394906230223661,0.484520835003353,0.66487503217074,0.581560283687943,0.766666666666667,0.0217787006074231,0.199063231850117,0.501780953037124,0.406707153221906,0.280442804428044,0.776271186440678
0.578562830537492,0.255308021665632,0.449173677611277,0.447442974169693,0.713897470308207,0.400709219858156,0.666666666666667,0.0727918272880211,0.313817330210773,0.523146868685158,0.322609770516472,0.276752767527675,0.655932203389831
0.67283364688206,0.220276360625313,0.379209575626671,0.514496109953166,0.578579762112963,0.216312056737589,0.9,0.104387481655604,0.295081967213115,0.552399098897123,0.380673939915086,0.178966789667897,0.684745762711864
0.674170437157794,0.222163103506569,0.427116406445168,0.431726948318873,0.808255582836756,0.421985815602837,0.8,0.0401426332511042,0.325526932084309,0.593462391602146,0.333702370075778,0.265682656826568,0.764406779661017
0.600395777881627,0.245418033897436,0.286879197035082,0.265304382073314,0.516205654731476,0.372340425531915,0.933333333333333,0.0336332456624106,0.362997658079625,0.49058007105661,0.312753264900306,0.27859778597786,0.830508474576271
0.126583471048592,0.31003036508846,0.306770373851184,0.333939411900315,0.207828579474897,0.333333333333333,0.433333333333333,0.179771720105558,0.459016393442623,0.837977922854075,0.448960068791315,0.560885608856089,0.766101694915254
0.73003829984149,0.251242420919076,0.376897189439148,0.358603758399026,0.617558980548464,0.482269503546099,0.966666666666667,0.0487380986310517,0.31615925058548,0.566407302024023,0.342527005965497,0.208487084870849,0.738983050847458
0.595188189220445,0.213418226135591,0.36464650826416,0.450030636480265,0.586751924375837,0.347517730496454,0.833333333333333,0.0209555003558642,0.26463700234192,0.605355283893833,0.381963777073144,0.357933579335793,0.828813559322034
0.546458031554647,0.109679727399573,0.161012923727247,0.492992960757058,0.519737710735333,0.283687943262411,0.733333333333333,0.0370190565825098,0.189695550351288,0.736917361909955,0.397495566184769,0.35239852398524,0.794915254237288
0.343545862015919,0.188415313477773,0.263174012915668,0.346902997916494,0.379821400348884,0.216312056737589,0.9,0.0103503708337516,0.323185011709602,0.615523614823407,0.402289460955554,0.581180811808118,0.833898305084746
0.623394231050662,0.383706677915567,0.5023570333611,0.551195816003473,0.665000790827211,0.524822695035461,0.766666666666667,0.0588972437068718,0.477751756440281,0.480688363063181,0.294082872037405,0.197416974169742,0.698305084745763
0.417368574014586,0.0397615812811428,0.0331437941123412,0.0754624607095924,0.0095524793195763,0.205673758865248,0.966666666666667,0.0258277792377024,0.0327868852459016,0.846856045364502,1,0.717712177121771,0.932203389830509
0,0.169675984452121,0.205010824906272,0.252270671536094,0,0.0780141843971632,0.766666666666667,0.0985195536013115,0.285714285714286,1,0.733863599720535,1,0.854237288135593
